problem,addition,subtraction,multiplication,division
"On Monday, Omar collected eight cans of food. He collected 4 cans on Tuesday and 1 can on Thursday. In total, how many cans did he collect?",1,0,0,0
"Christine owns 59 plastic dolls, 48 rubber bugs, 17 pairs of shoes, and 13 dolls made of fabric. How many dolls does she have in total?",1,0,0,0
"Stan and Jacqui are constructing a table. 5 pieces of wood are needed for the top, 2 pieces for the sides, and 6 pieces for the remainder of the table. How many planks of wood does the table require?",1,0,0,0
Imogen made 12 cinnamon rolls the day before yesterday. She chose to bake 20 chocolate chip cookies today. What was the total number of baked goods she made?,1,0,0,0
"Katie's father gave her 50 pairs of socks, her mother gave her 2 blue shirts, and her sister gave her 1 black dress. What was the total amount of clothing she received?",1,0,0,0
"For lunch, Tom Bradley made 19 pizza tacos, and for dinner, he made 5 kimchi tacos. Calculate the total number of tacos he consumed.",1,0,0,0
Wesley sold 15 pepsi cans to a friend. He also sold 12 Fanta cans and 55 Mountain Dew cans. What was the total number of cans he sold?,1,0,0,0
"A school bus came to a halt, and 18 children disembarked. 5 children remained on the bus. How many kids were on the bus when it came to a stop?",1,0,0,0
"Dale gave his dog 21 peanut butter biscuits and 7 carrot snacks last year. Last year, how many treats did Dale give his dog?",1,0,0,0
Harper picked up 21 of her brother's toys and 6 of her sister's toys from the floor. What was the total number of toys Harper collected?,1,0,0,0
"Harper jumped 55 times on the couch, while her pal Rob jumped 7 times. In total, how many times did they jump on the couch?",1,0,0,0
"There are 4 wooden clocks, 54 metal clocks, 26 glass clocks, and 2 plastic clocks in the clock shop across the street from Kimi's apartment. What is the total number of clocks in the store?",1,0,0,0
Philip's birthday was attended by 5 girls and 12 boys from his class. Determine the total number of kids who attended Philip's birthday party.,1,0,0,0
"At a banquet, a cook served 848 adults and 96 children. How many individuals did he feed on that particular day?",1,0,0,0
Laura has a total of 8 marbles. Dennis adds three more to Laura's collection. Laura has a total of how many marbles now?,1,0,0,0
Jesse has a total of 7 candies. Ernest adds 7 more to Jesse's total. Jesse has a total of how many candies?,1,0,0,0
Beverly has a total of 6 oranges. Antonio has 3 oranges in his possession. How many oranges will Beverly have if Antonio gives all of his oranges to her?,1,0,0,0
How many crayons are there in a box if there are 4 crayons in it and Albert adds 9 more?,1,0,0,0
Donald begins with 4 tickets. Maria gives him 5 more. What is Donald's total number of tickets?,1,0,0,0
Sara has a total of 9 eggs. Carolyn has 20 eggs in her chicken coop. How many eggs will Sara have if Carolyn delivers all of her eggs to her?,1,0,0,0
"In the drawer, there are 9 crayons. 7 more crayons were added to the drawer by Mary. What is the total number of crayons now?",1,0,0,0
"Melanie took 2 plums from the plum tree, whereas Jason took 5 plums. The lemon tree yielded 6 lemons for Tom to harvest. In total, how many plums were picked?",1,0,0,0
"The park now has 3 pine trees and 9 poplar trees. Today, park workers will plant 7 additional pine trees. When the workers are done, how many pine trees will the park have?",1,0,0,0
"Today, a restaurant sold 8 pizzas for lunch and 30 for the evening. What was the total number of pizzas served today?",1,0,0,0
"Sara harvested 92 watermelons and 25 cantaloupes from her garden. Jason picked 30 watermelons. In total, how many watermelons did they grow?",1,0,0,0
"Dan attended 55 football games this season but was unable to attend 145. Last year, he attended 37 games. Dan attended how many football games in total?",1,0,0,0
Mike has 48 books in his collection. Fred has 59 books in his library. What is the total number of books they own?,1,0,0,0
"Dan grew a total of 20 watermelons. Tim grew a total of 27 watermelons. In total, how many watermelons did they grow?",1,0,0,0
"Keith picked 49 oranges while Tom picked 27. Mary picked a total of 36 lemons. In total, how many oranges were picked?",1,0,0,0
"In the drawer, there are 10 pencils and 31 scissors. Alyssa refilled the drawer with 37 more pencils. What is the total number of pencils now?",1,0,0,0
"There are currently 77 dogwood trees in the park. Today, park employees will plant 17 more dogwood trees. When the workers are done, how many dogwood trees will the park have?",1,0,0,0
"Dan has a total of 31 green marbles. Mike owns a total of 25 green marbles. In total, how many green marbles do they have?",1,0,0,0
"On the beach, Mary discovered 67 seashells while Nancy discovered 24 seashells. How many seashells did they collect as a group?",1,0,0,0
"Sam possessed 18 baseball cards, seven of which were ripped. Sam received 15 new baseball cards from Alyssa. Sam now has how many baseball cards?",1,0,0,0
Keith's bank consisted of 24 quarters and 22 nickels. He received 33 nickels and 44 pennies from his father. How many nickels does Keith have?,1,0,0,0
"In his written French exam, Harry received 34 points, and in his oral exam, he received 32. He knows he passed, but he miscalculated his overall grade. In total, how many points did he get?",1,0,0,0
"At summer camp, Nelson and Nick share a room. Because they are at a swimming camp, it is critical that they consume enough water. Nelson arrived at camp with three cans of water. Nick brought four water cans. How many water cans did they bring in total?",1,0,0,0
"There are 11 black deer and 8 brown deer at a zoo. In total, how many deer are there?",1,0,0,0
"9 purple lilies and 5 white daisies were purchased by Mandy and Steve. In total, how many flowers did they purchase?",1,0,0,0
"Paula's homework assignment consists of 6 math and 4 science problems. In total, how many questions are there?",1,0,0,0
"In the garage, there are 2 black trucks and 2 white sedans. Determine the number of automobiles in the garage.",1,0,0,0
Jack has 3 younger sisters and 5 older sisters. Find out how many sisters Jack has.,1,0,0,0
What is the result of adding 53 to 106?,1,0,0,0
A pencil with a length of 11 cm is placed end to end with a pencil with a length of 12 cm. What length do the two pencils add up to?,1,0,0,0
"When 34 and 46 are added together, what is the total?",1,0,0,0
"When you add 22 to 22, what is the total?",1,0,0,0
Abel buys chocolates for 48 cents and then ice cream for 38 cents. How much money has Abel spent in total?,1,0,0,0
Martha is holding 45 marbles in one hand and 56 marbles in the other. Martha has a total of how many marbles?,1,0,0,0
A bag of cherries contains 43 ripe and 17 rotting cherries. What is the total number of cherries in the bag?,1,0,0,0
"John's bank account balance is $800. He received a cheque for $1200 from his employer and deposited it in his checking account. After the deposit, how much money does he have in his checking account?",1,0,0,0
"On Monday, his earnings were $150. On Tuesday, he made $100. Finally, on Wednesday, his earnings were $50. How much money has Peter made so far?",1,0,0,0
Ruth just has 1 apple. She gets 1 more green apple. What is the total number of apples she has now?,1,0,0,0
The local airport's runway is 1853 meters long. They propose to extend it by another 786 meters. What is the length of the new runway?,1,0,0,0
"Granville had a population of 4,620 people in 2014. The population had grown by 1,493 people by 2017. In 2017, how many people live in Granville?",1,0,0,0
"On Wednesday, Mrs Green walked 5,632 steps and on Thursday, she walked 7,346. In those two days, how many steps did she take in total?",1,0,0,0
"Jez is planning to spend $5,069 on a television. How much would Jez spend in total if he adds a $989 DVD player to the mix?",1,0,0,0
"On Saturday, 14 ships docked, and 17 more docked the following day. What was the total number of ships that docked in the harbor during the weekend?",1,0,0,0
Amy had 9 gold coins and 17 silver coins in her possession. What was the total number of coins she had?,1,0,0,0
"Drew went for a walk at the park with his dog. Drew walked six streets to get there and eight streets to go back. In total, how many streets did he stroll down?",1,0,0,0
"On her table, the teacher arranged 16 books in one pile and 12 books in another. What is the total number of books?",1,0,0,0
"At the bus stop, 18 individuals were waiting. Six more people joined them before the bus arrived. At the bus stop, how many people were there?",1,0,0,0
Wendy purchased candy canes for the entire class. She purchased 19 red and white candy canes as well as 8 green and red candy canes. What was the total number of candy canes she purchased?,1,0,0,0
"Jim planted four saplings, Sal planted five, and Tina planted seven on Earth Day. In total, how many saplings did they plant?",1,0,0,0
"The mother possum consumed 14 berries, while the baby possum consumed 9. How many possums did the possums consume in total?",1,0,0,0
"For the outside of the house, a painter used 115 litres of paint and 138 litres for the inside. In total, how many litres of paint did the painter use?",1,0,0,0
Teresa completed 106 laps and Jess completed 116 laps at the swimming marathon. What was the total number of laps the girls swam?,1,0,0,0
There are 242 female pupils and 259 male students at Fernwood State School. What is the total number of students at the school?,1,0,0,0
